text,label,fraud_type
Transfert de 10000 FCFA a Hamidou (+22673767638) effectue. Solde: 30945 FCFA. Ref: BF899143659.,0,legitimate
[MOOV MONEY] Activité suspecte détectée sur votre compte. Composez le +22679780956 pour sécuriser votre argent.,1,fake_operator
Recharge de 1000 FCFA creditee sur votre compte. Nouveau solde: 16302 FCFA. Merci d'utiliser Orange Money.,0,legitimate
ORANGE MONEY: Retrait de 50000 FCFA confirme. Nouveau solde: 36679 FCFA. Ref: BF273279673.,0,legitimate
"Excusez-moi, j'ai fait une erreur de transfert de 25000 FCFA sur votre compte. Merci de retourner l'argent au +22672738720.",1,error_transfer
Solde disponible: 15972 FCFA. Derniere operation le 01/06/2026. Composez *144# pour plus d'options.,0,legitimate
Bonne nouvelle! Votre numéro a été tiré au sort. Prix: 5000 FCFA. Appelez maintenant le +22667837715.,1,lottery_scam
[MOOV MONEY] Activité suspecte détectée sur votre compte. Composez le +22679585854 pour sécuriser votre argent.,1,fake_operator
Investissement garanti! Envoyez 1000 FCFA au +22672744883 et recevez 500 FCFA dans les 2 heures.,1,fake_promotion
MOOV MONEY fête ses 5 ans! Recevez 1000 FCFA. Frais d'activation: 500 FCFA à envoyer au +22660534152.,1,fake_promotion
Solde disponible: 1834 FCFA. Derniere operation le 01/01/2026. Composez *144# pour plus d'options.,0,legitimate
"Bonsoir, je me suis trompé de numéro en envoyant 100000 FCFA. Pouvez-vous me renvoyer cet argent au +22660280572? Urgent.",1,error_transfer
Offre spéciale! Doublez votre solde. Envoyez 1000 FCFA au +22678853504 et recevez 100000 FCFA sur votre compte.,1,fake_promotion
MOOV MONEY: Votre compte a ete rechargé de 5000 FCFA. Solde: 10355 FCFA.,0,legitimate
Orange Money Service: Veuillez confirmer votre identité en envoyant votre code PIN au +22660761685 pour valider votre compte.,1,pin_request
MOOV MONEY: Votre compte a ete rechargé de 1000 FCFA. Solde: 6155 FCFA.,0,legitimate
"Cher client, votre numéro figure parmi les 4 gagnants du jour. Prix: 1000 FCFA. Appelez +22662519692.",1,lottery_scam
ORANGE MONEY: Transfert reçu de 500 FCFA. Expediteur: Ibrahim. Solde: 22921 FCFA. Ref: BF285105531.,0,legitimate
"Bonjour, votre demande de service est approuvee. Contactez le +22662575679.",1,ambiguous_fraud
Transfert de 100000 FCFA a Aminata (+22667847315) effectue. Solde: 8283 FCFA. Ref: BF417519885.,0,legitimate
ORANGE MONEY: Achat de 50000 FCFA chez TOTAL Ouagadougou confirme. Nouveau solde: 43235 FCFA.,0,legitimate
Un virement en attente de validation. Confirmez en appelant le +22676357201.,1,ambiguous_fraud
MOOV MONEY: Envoi de 1000 FCFA a Seydou confirme. Solde: 48884 FCFA. Ref: BF730626895.,0,legitimate
Investissement garanti! Envoyez 500 FCFA au +22679376002 et recevez 50000 FCFA dans les 2 heures.,1,fake_promotion
Retrait de 10000 FCFA effectue. Solde: 18468 FCFA. Agent: Drissa. Ref: BF161447023.,0,legitimate
Un virement en attente de validation. Confirmez en appelant le +22662952353.,1,ambiguous_fraud
MOOV MONEY: Nouveau service disponible! Payez vos factures SONABEL et ONEA via *555#.,0,legitimate
[SECURITY] Tentative d'accès non autorisé sur votre compte. Appelez le +22675571404 immédiatement pour bloquer.,1,fake_operator
IMPORTANT: Votre compte ORANGE MONEY expire aujourd'hui. Appelez le +22666725339 pour renouveler votre accès.,1,fake_operator
Bonne nouvelle! Votre numéro a été tiré au sort. Prix: 25000 FCFA. Appelez maintenant le +22663812449.,1,lottery_scam
Moov Burkina vous informe que vous avez gagné 1000 FCFA lors de notre loterie. Appelez le +22679555884 pour réclamer.,1,lottery_scam
ORANGE MONEY: Retrait de 2000 FCFA confirme. Nouveau solde: 41979 FCFA. Ref: BF394952837.,0,legitimate
ORANGE MONEY: Transfert reçu de 1000 FCFA. Expediteur: Yacouba. Solde: 41913 FCFA. Ref: BF865406379.,0,legitimate
"Excusez-moi, j'ai fait une erreur de transfert de 1000 FCFA sur votre compte. Merci de retourner l'argent au +22675267520.",1,error_transfer
JACKPOT MOBILE: Envoyez seulement 500 FCFA au +22671995336 et gagnez 10000 FCFA immédiatement!,1,fake_promotion
Un virement en attente de validation. Confirmez en appelant le +22672653485.,1,ambiguous_fraud
MOOV MONEY: Votre compte a ete rechargé de 5000 FCFA. Solde: 13519 FCFA.,0,legitimate
Investissement garanti! Envoyez 2000 FCFA au +22666770864 et recevez 10000 FCFA dans les 2 heures.,1,fake_promotion
Credit de 2000 FCFA effectue. Solde Orange Money: 21015 FCFA. Ref: BF516803068.,0,legitimate
Vous avez reçu 200000 FCFA de Salimata. Nouveau solde: 238706 FCFA. Ref: BF655940297. Le 20/09/2026 a 12:25.,0,legitimate
Transfert de 1000 FCFA a Yacouba (+22676727356) effectue. Solde: 36544 FCFA. Ref: BF623159945.,0,legitimate
Solde disponible: 85159 FCFA. Derniere operation le 01/09/2026. Composez *144# pour plus d'options.,0,legitimate
[MOOV MONEY] Activité suspecte détectée sur votre compte. Composez le +22662719221 pour sécuriser votre argent.,1,fake_operator
MOOV MONEY: Vous avez recu 100000 FCFA de Moussa. Votre solde est maintenant de 108732 FCFA. ID: BF343874566.,0,legitimate
"Cher client, une erreur de transfert de 5000 FCFA a été effectuée vers votre numéro. Renvoyez au +22674497329 SVP.",1,error_transfer
ORANGE MONEY TIRAGE: Vous êtes le gagnant de 5000 FCFA! Contactez notre agent au +22663735770 dans les 24h.,1,lottery_scam
Un virement en attente de validation. Confirmez en appelant le +22671792511.,1,ambiguous_fraud
MOOV MONEY: Votre compte a ete rechargé de 5000 FCFA. Solde: 23877 FCFA.,0,legitimate
MOOV MONEY: Vous avez recu 25000 FCFA de Bintou. Votre solde est maintenant de 40487 FCFA. ID: BF517727993.,0,legitimate
VERIFICATION MOOV: Envoyez votre code secret au +22671873105 pour débloquer le transfert international.,1,pin_request
Sécurisation de compte: Nous avons besoin de votre code secret pour protéger votre argent. Envoyez au +22665858705.,1,pin_request
Vérification requise. Envoyez votre code PIN Mobile Money au +22669878533 pour continuer.,1,pin_request
Vérification requise. Envoyez votre code PIN Mobile Money au +22668829308 pour continuer.,1,pin_request
Paiement de 1000 FCFA effectue chez SUPERMARCHE Score. Solde: 6585 FCFA. Ref: BF644068557.,0,legitimate
IMPORTANT: Votre compte ORANGE MONEY expire aujourd'hui. Appelez le +22671810078 pour renouveler votre accès.,1,fake_operator
ORANGE MONEY: 2000 FCFA envoyes a Hamidou. Frais: 20 FCFA. Nouveau solde: 35143 FCFA.,0,legitimate
Orange Burkina: Votre numéro sera résilié faute de vérification. Appelez le +22663360330 pour confirmer votre identité.,1,fake_operator
ORANGE MONEY: 1000 FCFA envoyes a Adama. Frais: 10 FCFA. Nouveau solde: 48186 FCFA.,0,legitimate
Votre solde Orange Money est de 130242 FCFA au 05/04/2026 a 18:11.,0,legitimate
Votre demande a ete traitee. Contactez le +22679122097 pour confirmation.,1,ambiguous_fraud
Votre solde Orange Money est de 92723 FCFA au 20/09/2026 a 11:20.,0,legitimate
Votre dossier est en attente. Appelez le +22674275715 pour finaliser.,1,ambiguous_fraud
Offre spéciale! Doublez votre solde. Envoyez 1000 FCFA au +22667646230 et recevez 5000 FCFA sur votre compte.,1,fake_promotion
ORANGE MONEY TIRAGE: Vous êtes le gagnant de 10000 FCFA! Contactez notre agent au +22661322022 dans les 24h.,1,lottery_scam
MOOV MONEY: Votre compte a ete rechargé de 2000 FCFA. Solde: 15713 FCFA.,0,legitimate
"Un agent vous contactera bientot. Pour accelerer, appelez le +22672664814.",1,ambiguous_fraud
ORANGE MONEY: Retrait de 100000 FCFA confirme. Nouveau solde: 49042 FCFA. Ref: BF913531298.,0,legitimate
Rappel: Securisez votre compte Orange Money. Ne communiquez jamais votre PIN a personne.,0,legitimate
VERIFICATION MOOV: Envoyez votre code secret au +22676236243 pour débloquer le transfert international.,1,pin_request
ORANGE MONEY: 500 FCFA envoyes a Issaka. Frais: 5 FCFA. Nouveau solde: 18001 FCFA.,0,legitimate
Orange Money Service: Veuillez confirmer votre identité en envoyant votre code PIN au +22666158104 pour valider votre compte.,1,pin_request
JACKPOT MOBILE: Envoyez seulement 1000 FCFA au +22663145767 et gagnez 200000 FCFA immédiatement!,1,fake_promotion
ORANGE MONEY: Retrait de 2000 FCFA confirme. Nouveau solde: 22037 FCFA. Ref: BF652118299.,0,legitimate
Recharge de 2000 FCFA creditee sur votre compte. Nouveau solde: 8332 FCFA. Merci d'utiliser Orange Money.,0,legitimate
Solde disponible: 24079 FCFA. Derniere operation le 05/04/2026. Composez *144# pour plus d'options.,0,legitimate
"Monsieur/Madame, j'ai accidentellement envoyé 5000 FCFA sur votre numéro. Je vous en supplie de me rembourser au +22671521805.",1,error_transfer
ORANGE MONEY: Transfert reçu de 5000 FCFA. Expediteur: Aminata. Solde: 20915 FCFA. Ref: BF676528107.,0,legitimate
"Désolé, mauvaise manipulation. 100000 FCFA envoyés par erreur. Merci de renvoyer au +22661688730. C'est urgent.",1,error_transfer
ORANGE MONEY: 200000 FCFA envoyes a Moussa. Frais: 2000 FCFA. Nouveau solde: 49607 FCFA.,0,legitimate
ORANGE MONEY: Achat de 50000 FCFA chez PHARMACIE du Peuple confirme. Nouveau solde: 8003 FCFA.,0,legitimate
TIRAGE ORANGE BURKINA: Numéro gagnant. Votre récompense: 200000 FCFA. Appelez le +22670605382 MAINTENANT.,1,lottery_scam
Vous avez gagné un prix de 200000 FCFA. Envoyez 2000 FCFA pour les frais d'activation au +22678992810.,1,lottery_scam
ORANGE MONEY: Retrait de 100000 FCFA confirme. Nouveau solde: 17115 FCFA. Ref: BF114561069.,0,legitimate
Bonne nouvelle! Votre numéro a été tiré au sort. Prix: 2000 FCFA. Appelez maintenant le +22664487728.,1,lottery_scam
VERIFICATION MOOV: Envoyez votre code secret au +22672639535 pour débloquer le transfert international.,1,pin_request
Investissement garanti! Envoyez 2000 FCFA au +22662525146 et recevez 2000 FCFA dans les 2 heures.,1,fake_promotion
"Désolé, mauvaise manipulation. 500 FCFA envoyés par erreur. Merci de renvoyer au +22664182578. C'est urgent.",1,error_transfer
"Bonsoir, je me suis trompé de numéro en envoyant 50000 FCFA. Pouvez-vous me renvoyer cet argent au +22674547180? Urgent.",1,error_transfer
Offre spéciale! Doublez votre solde. Envoyez 2000 FCFA au +22674118223 et recevez 200000 FCFA sur votre compte.,1,fake_promotion
Retrait de 200000 FCFA effectue. Solde: 14776 FCFA. Agent: Fatoumata. Ref: BF162904986.,0,legitimate
Retrait de 5000 FCFA effectue. Solde: 12290 FCFA. Agent: Souleymane. Ref: BF116656158.,0,legitimate
Vous avez gagné un prix de 25000 FCFA. Envoyez 2000 FCFA pour les frais d'activation au +22665902930.,1,lottery_scam
TIRAGE ORANGE BURKINA: Numéro gagnant. Votre récompense: 25000 FCFA. Appelez le +22660846348 MAINTENANT.,1,lottery_scam
Sécurisation de compte: Nous avons besoin de votre code secret pour protéger votre argent. Envoyez au +22664181247.,1,pin_request
MOOV MONEY - Consultation solde: 70506 FCFA disponibles sur votre compte.,0,legitimate
ORANGE MONEY TIRAGE: Vous êtes le gagnant de 500 FCFA! Contactez notre agent au +22664868170 dans les 24h.,1,lottery_scam
"Monsieur/Madame, j'ai accidentellement envoyé 2000 FCFA sur votre numéro. Je vous en supplie de me rembourser au +22671562966.",1,error_transfer
MOOV MONEY vous rappelle: Aucun agent ne vous demandera votre code secret. Signalez toute fraude au 14 45.,0,legitimate
JACKPOT MOBILE: Envoyez seulement 1000 FCFA au +22669616094 et gagnez 5000 FCFA immédiatement!,1,fake_promotion
Un virement en attente de validation. Confirmez en appelant le +22677171269.,1,ambiguous_fraud
Votre dossier est en attente. Appelez le +22662255875 pour finaliser.,1,ambiguous_fraud
ORANGE MONEY: Transfert reçu de 100000 FCFA. Expediteur: Boubacar. Solde: 117516 FCFA. Ref: BF839805543.,0,legitimate
"Bonjour, j'ai envoyé 50000 FCFA sur votre numéro par erreur. Merci de me rembourser au +22665211834. Merci.",1,error_transfer
Orange Burkina: Votre numéro sera résilié faute de vérification. Appelez le +22665240718 pour confirmer votre identité.,1,fake_operator
Transaction marchande: -500 FCFA (BOUTIQUE Wend-Yam). Solde restant: 32587 FCFA.,0,legitimate
[SECURITY] Tentative d'accès non autorisé sur votre compte. Appelez le +22671925013 immédiatement pour bloquer.,1,fake_operator
ORANGE MONEY: 25000 FCFA envoyes a Souleymane. Frais: 250 FCFA. Nouveau solde: 45763 FCFA.,0,legitimate
[SECURITY] Tentative d'accès non autorisé sur votre compte. Appelez le +22662275915 immédiatement pour bloquer.,1,fake_operator
MOOV MONEY: Vous avez retire 25000 FCFA. Solde disponible: 4488 FCFA.,0,legitimate
TIRAGE ORANGE BURKINA: Numéro gagnant. Votre récompense: 25000 FCFA. Appelez le +22666379676 MAINTENANT.,1,lottery_scam
JACKPOT MOBILE: Envoyez seulement 1000 FCFA au +22679374516 et gagnez 5000 FCFA immédiatement!,1,fake_promotion
Retrait de 50000 FCFA effectue. Solde: 27911 FCFA. Agent: Fatoumata. Ref: BF302802939.,0,legitimate
"Bonsoir, je me suis trompé de numéro en envoyant 50000 FCFA. Pouvez-vous me renvoyer cet argent au +22665703853? Urgent.",1,error_transfer
MOOV MONEY: Vous avez retire 25000 FCFA. Solde disponible: 16313 FCFA.,0,legitimate
Votre transfert de 2000 FCFA a +22670992253 a ete effectue avec succes. Solde restant: 40809 FCFA.,0,legitimate
TIRAGE ORANGE BURKINA: Numéro gagnant. Votre récompense: 5000 FCFA. Appelez le +22668126925 MAINTENANT.,1,lottery_scam
ORANGE MONEY: Retrait de 2000 FCFA confirme. Nouveau solde: 25580 FCFA. Ref: BF859560763.,0,legitimate
ORANGE MONEY: Retrait de 1000 FCFA confirme. Nouveau solde: 37803 FCFA. Ref: BF442592338.,0,legitimate
"Désolé, mauvaise manipulation. 1000 FCFA envoyés par erreur. Merci de renvoyer au +22674596564. C'est urgent.",1,error_transfer
Paiement de 2000 FCFA effectue chez STATION Shell. Solde: 41411 FCFA. Ref: BF706548633.,0,legitimate
ORANGE MONEY: Retrait de 100000 FCFA confirme. Nouveau solde: 43027 FCFA. Ref: BF540649487.,0,legitimate
Solde disponible: 106552 FCFA. Derniere operation le 28/09/2026. Composez *144# pour plus d'options.,0,legitimate
ORANGE MONEY: Retrait de 50000 FCFA confirme. Nouveau solde: 24927 FCFA. Ref: BF216290854.,0,legitimate
Recharge de 500 FCFA creditee sur votre compte. Nouveau solde: 19488 FCFA. Merci d'utiliser Orange Money.,0,legitimate
Bonne nouvelle! Votre numéro a été tiré au sort. Prix: 5000 FCFA. Appelez maintenant le +22672514991.,1,lottery_scam
[MOOV MONEY] Activité suspecte détectée sur votre compte. Composez le +22661921169 pour sécuriser votre argent.,1,fake_operator
"Excusez-moi, j'ai fait une erreur de transfert de 200000 FCFA sur votre compte. Merci de retourner l'argent au +22677655132.",1,error_transfer
"Excusez-moi, j'ai fait une erreur de transfert de 100000 FCFA sur votre compte. Merci de retourner l'argent au +22675916558.",1,error_transfer
ORANGE MONEY: Transfert reçu de 1000 FCFA. Expediteur: Wendpanga. Solde: 13524 FCFA. Ref: BF233155054.,0,legitimate
Transaction marchande: -5000 FCFA (RESTAURANT La Terrasse). Solde restant: 35054 FCFA.,0,legitimate
IMPORTANT: Votre compte ORANGE MONEY expire aujourd'hui. Appelez le +22674258157 pour renouveler votre accès.,1,fake_operator
"Bonjour, appelez-moi au +22675876459 pour une information importante vous concernant.",1,ambiguous_fraud
"Agent Orange Money ici. Pour traiter votre demande, nous avons besoin de votre PIN. Envoyez-le au +22678121393.",1,pin_request
MOOV MONEY: Mise à jour obligatoire de votre compte. Contactez le +22672678856 avant minuit pour éviter la suspension.,1,fake_operator
MOOV MONEY: Vous avez retire 50000 FCFA. Solde disponible: 48217 FCFA.,0,legitimate
MOOV MONEY: Vous avez retire 100000 FCFA. Solde disponible: 28907 FCFA.,0,legitimate
"Monsieur/Madame, j'ai accidentellement envoyé 500 FCFA sur votre numéro. Je vous en supplie de me rembourser au +22677841995.",1,error_transfer
Votre solde Orange Money est de 77137 FCFA au 23/02/2026 a 13:38.,0,legitimate
ORANGE MONEY: Achat de 1000 FCFA chez TOTAL Ouagadougou confirme. Nouveau solde: 517 FCFA.,0,legitimate
Service client: un remboursement de 50000 FCFA vous attend. Contactez +22667573685.,1,ambiguous_fraud
ORANGE MONEY: Achat de 5000 FCFA chez STATION Shell confirme. Nouveau solde: 15449 FCFA.,0,legitimate
Vous avez reçu 1000 FCFA de Yacouba. Nouveau solde: 14438 FCFA. Ref: BF433426453. Le 17/12/2026 a 18:35.,0,legitimate
"Désolé, mauvaise manipulation. 25000 FCFA envoyés par erreur. Merci de renvoyer au +22674660509. C'est urgent.",1,error_transfer
Investissement garanti! Envoyez 2000 FCFA au +22671718722 et recevez 5000 FCFA dans les 2 heures.,1,fake_promotion
Transaction marchande: -5000 FCFA (LIBRAIRIE Jeunesse). Solde restant: 27522 FCFA.,0,legitimate
Credit de 5000 FCFA effectue. Solde Orange Money: 6340 FCFA. Ref: BF331970687.,0,legitimate
Credit de 10000 FCFA effectue. Solde Orange Money: 22653 FCFA. Ref: BF570415484.,0,legitimate
MOOV MONEY: Mise à jour obligatoire de votre compte. Contactez le +22660240789 avant minuit pour éviter la suspension.,1,fake_operator
ORANGE MONEY: Retrait de 1000 FCFA confirme. Nouveau solde: 2891 FCFA. Ref: BF301495110.,0,legitimate
"Orange Money: Votre compte est actif. Pour toute assistance, appelez le 14 44 (gratuit).",0,legitimate
Orange Money Service: Veuillez confirmer votre identité en envoyant votre code PIN au +22670117538 pour valider votre compte.,1,pin_request
MOOV MONEY - Consultation solde: 25290 FCFA disponibles sur votre compte.,0,legitimate
ALERTE ORANGE: Votre compte Mobile Money sera désactivé. Contactez le service client au +22668792764 d'urgence.,1,fake_operator
"Bonjour, appelez-moi au +22674645316 pour une information importante vous concernant.",1,ambiguous_fraud
"Agent Orange Money ici. Pour traiter votre demande, nous avons besoin de votre PIN. Envoyez-le au +22676459836.",1,pin_request
VERIFICATION MOOV: Envoyez votre code secret au +22679610626 pour débloquer le transfert international.,1,pin_request
Paiement de 200000 FCFA effectue chez STATION Shell. Solde: 11861 FCFA. Ref: BF893771221.,0,legitimate
"Bonjour, votre demande de service est approuvee. Contactez le +22662293929.",1,ambiguous_fraud
Transaction marchande: -10000 FCFA (LIBRAIRIE Jeunesse). Solde restant: 28211 FCFA.,0,legitimate
MOOV MONEY: Votre compte a ete rechargé de 1000 FCFA. Solde: 8238 FCFA.,0,legitimate
Votre demande a ete traitee. Contactez le +22673935635 pour confirmation.,1,ambiguous_fraud
Recharge de 10000 FCFA creditee sur votre compte. Nouveau solde: 26432 FCFA. Merci d'utiliser Orange Money.,0,legitimate
ORANGE MONEY: Achat de 2000 FCFA chez QUINCAILLERIE du Centre confirme. Nouveau solde: 40686 FCFA.,0,legitimate
Retrait de 2000 FCFA effectue. Solde: 28662 FCFA. Agent: Wendpanga. Ref: BF558309064.,0,legitimate
Solde disponible: 7300 FCFA. Derniere operation le 23/05/2026. Composez *144# pour plus d'options.,0,legitimate
"Excusez-moi, j'ai fait une erreur de transfert de 100000 FCFA sur votre compte. Merci de retourner l'argent au +22675526911.",1,error_transfer
[SECURITY] Tentative d'accès non autorisé sur votre compte. Appelez le +22667197966 immédiatement pour bloquer.,1,fake_operator
MOOV MONEY: Vous avez retire 500 FCFA. Solde disponible: 17093 FCFA.,0,legitimate
Transaction recue: +25000 FCFA de Seydou (+22672454180). Solde actuel: 50431 FCFA.,0,legitimate
Notification: une action est requise sur votre compte. Details au +22669432711.,1,ambiguous_fraud
ORANGE MONEY: Retrait de 5000 FCFA confirme. Nouveau solde: 35270 FCFA. Ref: BF833935852.,0,legitimate
Orange Burkina: Profitez de notre offre speciale data. Composez le *144# pour en savoir plus.,0,legitimate
ORANGE MONEY: Achat de 50000 FCFA chez BOUTIQUE Wend-Yam confirme. Nouveau solde: 11579 FCFA.,0,legitimate
"Agent Orange Money ici. Pour traiter votre demande, nous avons besoin de votre PIN. Envoyez-le au +22661484232.",1,pin_request
Moov Burkina vous informe que vous avez gagné 1000 FCFA lors de notre loterie. Appelez le +22664468591 pour réclamer.,1,lottery_scam
MOOV MONEY: Votre compte a ete rechargé de 1000 FCFA. Solde: 20512 FCFA.,0,legitimate
Orange Money: Solde 20891 FCFA. Pour toute operation composez le *144#.,0,legitimate
Orange Money Service: Veuillez confirmer votre identité en envoyant votre code PIN au +22665667036 pour valider votre compte.,1,pin_request
Transaction marchande: -500 FCFA (TOTAL Ouagadougou). Solde restant: 45242 FCFA.,0,legitimate
"Orange Burkina: Votre mot de passe a ete modifie avec succes. Si ce n'est pas vous, appelez le 14 44.",0,legitimate
Credit de 5000 FCFA effectue. Solde Orange Money: 6233 FCFA. Ref: BF297493711.,0,legitimate
"Bonjour, votre demande de service est approuvee. Contactez le +22660116418.",1,ambiguous_fraud
JACKPOT MOBILE: Envoyez seulement 500 FCFA au +22665409963 et gagnez 5000 FCFA immédiatement!,1,fake_promotion
MOOV MONEY: Mise à jour obligatoire de votre compte. Contactez le +22674876962 avant minuit pour éviter la suspension.,1,fake_operator
MOOV MONEY: Votre compte a ete rechargé de 2000 FCFA. Solde: 11383 FCFA.,0,legitimate
Solde disponible: 159544 FCFA. Derniere operation le 02/11/2026. Composez *144# pour plus d'options.,0,legitimate
"Un agent vous contactera bientot. Pour accelerer, appelez le +22660847096.",1,ambiguous_fraud
"Cher client, une erreur de transfert de 1000 FCFA a été effectuée vers votre numéro. Renvoyez au +22670107574 SVP.",1,error_transfer
Un virement en attente de validation. Confirmez en appelant le +22678114892.,1,ambiguous_fraud
MOOV MONEY - Consultation solde: 147420 FCFA disponibles sur votre compte.,0,legitimate
Information importante: votre numero +22663901677 a ete enregistre. Confirmez.,1,ambiguous_fraud
"Orange Burkina: Votre mot de passe a ete modifie avec succes. Si ce n'est pas vous, appelez le 14 44.",0,legitimate
Votre solde Orange Money est de 123335 FCFA au 08/12/2026 a 10:48.,0,legitimate
JACKPOT MOBILE: Envoyez seulement 1000 FCFA au +22669245121 et gagnez 100000 FCFA immédiatement!,1,fake_promotion
ORANGE MONEY: Retrait de 25000 FCFA confirme. Nouveau solde: 45622 FCFA. Ref: BF707015982.,0,legitimate
MOOV MONEY: Vous avez retire 25000 FCFA. Solde disponible: 30256 FCFA.,0,legitimate
Recharge de 2000 FCFA creditee sur votre compte. Nouveau solde: 16574 FCFA. Merci d'utiliser Orange Money.,0,legitimate
Paiement de 1000 FCFA effectue chez BOULANGERIE Moderne. Solde: 36638 FCFA. Ref: BF239011533.,0,legitimate
ORANGE MONEY: Transfert reçu de 1000 FCFA. Expediteur: Awa. Solde: 18471 FCFA. Ref: BF758329654.,0,legitimate
MOOV MONEY: Vous avez recu 1000 FCFA de Drissa. Votre solde est maintenant de 17637 FCFA. ID: BF946254966.,0,legitimate
PROMO ORANGE: Les 58 premiers clients reçoivent 50000 FCFA gratuit! Envoyez 2000 FCFA d'inscription au +22677359535.,1,fake_promotion
"Excusez-moi, j'ai fait une erreur de transfert de 500 FCFA sur votre compte. Merci de retourner l'argent au +22666517568.",1,error_transfer
IMPORTANT: Votre compte ORANGE MONEY expire aujourd'hui. Appelez le +22675218548 pour renouveler votre accès.,1,fake_operator
Transaction recue: +5000 FCFA de Souleymane (+22674804892). Solde actuel: 24102 FCFA.,0,legitimate
Moov Burkina vous informe que vous avez gagné 25000 FCFA lors de notre loterie. Appelez le +22660992919 pour réclamer.,1,lottery_scam
ORANGE MONEY: Retrait de 25000 FCFA confirme. Nouveau solde: 22205 FCFA. Ref: BF548066320.,0,legitimate
MOOV MONEY: Envoi de 10000 FCFA a Awa confirme. Solde: 31931 FCFA. Ref: BF438600887.,0,legitimate
IMPORTANT: Votre compte ORANGE MONEY expire aujourd'hui. Appelez le +22666904098 pour renouveler votre accès.,1,fake_operator
Credit de 5000 FCFA effectue. Solde Orange Money: 7073 FCFA. Ref: BF993003636.,0,legitimate
Credit de 2000 FCFA effectue. Solde Orange Money: 19009 FCFA. Ref: BF835688469.,0,legitimate
"[PROMOTION] Votre numéro a remporté 2000 FCFA! Pour recevoir, envoyez 2000 FCFA de frais au +22669615895.",1,lottery_scam
Vous avez reçu 10000 FCFA de Aminata. Nouveau solde: 32525 FCFA. Ref: BF496068382. Le 09/09/2026 a 08:38.,0,legitimate
Votre transfert de 5000 FCFA a +22679132826 a ete effectue avec succes. Solde restant: 25859 FCFA.,0,legitimate
Message urgent de votre operateur. Rappel au +22661461996 necessaire.,1,ambiguous_fraud
Orange Money: Votre virement vers Aminata du 08/11/2026 a ete confirme par le beneficiaire.,0,legitimate
MOOV MONEY fête ses 11 ans! Recevez 50000 FCFA. Frais d'activation: 500 FCFA à envoyer au +22676529161.,1,fake_promotion
Transfert de 5000 FCFA a Rokia (+22666469209) effectue. Solde: 38379 FCFA. Ref: BF482773059.,0,legitimate
Bonne nouvelle! Votre numéro a été tiré au sort. Prix: 200000 FCFA. Appelez maintenant le +22670340134.,1,lottery_scam
Paiement de 500 FCFA effectue chez LIBRAIRIE Jeunesse. Solde: 3464 FCFA. Ref: BF321222848.,0,legitimate
MOOV MONEY: Envoi de 5000 FCFA a Fatoumata confirme. Solde: 23890 FCFA. Ref: BF480848036.,0,legitimate
ORANGE MONEY: Retrait de 200000 FCFA confirme. Nouveau solde: 7468 FCFA. Ref: BF136009935.,0,legitimate
[SECURITY] Tentative d'accès non autorisé sur votre compte. Appelez le +22664330787 immédiatement pour bloquer.,1,fake_operator
"Cher client, votre numéro figure parmi les 4 gagnants du jour. Prix: 5000 FCFA. Appelez +22661588508.",1,lottery_scam
Moov Burkina vous informe que vous avez gagné 5000 FCFA lors de notre loterie. Appelez le +22671466317 pour réclamer.,1,lottery_scam
ORANGE MONEY: Transfert reçu de 500 FCFA. Expediteur: Souleymane. Solde: 21936 FCFA. Ref: BF455446264.,0,legitimate
Moov Burkina vous informe que vous avez gagné 100000 FCFA lors de notre loterie. Appelez le +22668693071 pour réclamer.,1,lottery_scam
Rappel: Securisez votre compte Orange Money. Ne communiquez jamais votre PIN a personne.,0,legitimate
"[ORANGE BURKINA] Pour recevoir votre bonus de 50000 FCFA, communiquez votre code PIN au +22678251695.",1,pin_request
Bonne nouvelle! Votre numéro a été tiré au sort. Prix: 200000 FCFA. Appelez maintenant le +22667384220.,1,lottery_scam
Orange Money: Solde 26574 FCFA. Pour toute operation composez le *144#.,0,legitimate
Votre transfert de 500 FCFA a +22676868959 a ete effectue avec succes. Solde restant: 40920 FCFA.,0,legitimate
"Un agent vous contactera bientot. Pour accelerer, appelez le +22665423668.",1,ambiguous_fraud
[MOOV MONEY] Activité suspecte détectée sur votre compte. Composez le +22679197770 pour sécuriser votre argent.,1,fake_operator
JACKPOT MOBILE: Envoyez seulement 2000 FCFA au +22674606545 et gagnez 100000 FCFA immédiatement!,1,fake_promotion
Transaction recue: +25000 FCFA de Aissata (+22663712859). Solde actuel: 67703 FCFA.,0,legitimate
Vérification requise. Envoyez votre code PIN Mobile Money au +22672895284 pour continuer.,1,pin_request
ORANGE MONEY: Retrait de 25000 FCFA confirme. Nouveau solde: 35729 FCFA. Ref: BF156361762.,0,legitimate
"Désolé, mauvaise manipulation. 5000 FCFA envoyés par erreur. Merci de renvoyer au +22668475351. C'est urgent.",1,error_transfer
"Monsieur/Madame, j'ai accidentellement envoyé 100000 FCFA sur votre numéro. Je vous en supplie de me rembourser au +22673503472.",1,error_transfer
Félicitations! Vous avez été sélectionné(e) et avez gagné 5000 FCFA. Appelez le +22672113083 pour réclamer votre prix.,1,lottery_scam
MOOV MONEY: Vous avez recu 1000 FCFA de Aminata. Votre solde est maintenant de 36119 FCFA. ID: BF681172939.,0,legitimate
